doc,de,van,een,het,en,in,te,dit,is,met,deze,die,hij,dat,zijn,men,kan,op,aan,zich,door,wat,maar,als,we,ze,je,voor,of,uit,heeft,om,tot,kunnen,naar,over,alle,dan,werden,elkaar,bij,was,ons,worden,zichzelf,hun,zonder,z'n,ten,rond,noch,geen,moet,tegen,iets,na,x,onder,had,iedereen,achter,niemand,alles,toe,wij,waren,allerlei,buitenaf,nu,vanuit,mee,dezelfde,meest,wordt,per,zouden,ik,onszelf,veel,mogen,heb,onze,naargelang,me,omdat,hebben,meer,zoals,zou,zulke,zal,tussen,mijn,elk,geweest,welke,naast,enkele,wanneer,kon,werd,wie,hem,volgens,zulk,zij,mij,ondanks,terwijl,via,ter,zullen,weinig,niets,haar,heen,alsof,want,bent,zo'n,alhoewel,zoiets,tijdens,jullie,moeten,konden,dus,méér,hebt,vanaf,weidden,hadden,naartoe,zodat,neer,enig,sensoren,enige,én,ben,er,zolang,mag,elke,af,langs,beide,zowel,toen,krijgen,fysieke,aangezien,binnen,al,hen,u,mezelf,mekaar,hetzelfde,ene,des,diezelfde,dankzij,waar,vandaan,allebei,hoewel,zodra,behalve,bvb,wiens,dna,iemand,mocht,niks,buiten,doch,getuige,hetgeen,miermetafoor,doordat,"houden""-idee",doorheen,kregen,m'n,moest,e,totdat,velen,genetische,enkel,qua,vóór,gedurende,naarmate,welk,sinds,lus,sommigen,tegenover,hetzij,minder,kunt,ieders,moge,minst,nadat,enzovoort,uitzag,boven,'s,hoezeer,alvorens,beiden,meerdere,inzake,datgene,omtrent,ieder,alsook,moesten,evenwichtsproblemen,nog,sommige,uw,eenmaal,wegens,wezen,dezen,indien,leven,rondom,ware,zeer,té,datzelfde,diens,iedere,steeds,vanop,ietwat,ikzelf,word,leveneen,jezelf,nabij,helemaal,allen,aangaande,vanwege,opdat,mochten,kun,evenals,à,ecosystemen,tekens,zijnde,oftewel,obstakels,ná,eenzelfde,vermits,a,a.i.,der,jou,its,kauffmans,hijzelf,resp.,t.o.v.,den,ofte,jij,jouw,bovenop,anno,vol,minste,rather,ofwel,daar,algoritmen,hoe,meeste,mits,tenzij,uitstaans,zowat,toegegeven,mensdom,doyne,dé,dewelke,mét,ditzelfde,spruit,parallelle,vb.,teneinde,degene,alsmede,diegene,cd's,ontsprong,ven,menige,genoeg,voorzover,bit,a.l.,abcdef,10000en,biljoenen,books,cog,artificiêle,tussendoor,geïnterviewde,geneest,gehoorzamen,degenen,hemzelf,hét,kortom,wél,ge,teveel,vele,fé,vlotte,allerhande,weerklonk,optimaal,ie,'n,'t,meesten,berekeningen,beneden,voordat
74.female.ESFJ.Dutch.A.txt,0.09,0.047,0.059,0.042,0.037,0.044,0.053,0.014,0.046,0.014,0.014,0.024,0.007,0.036,0.027,0.003,0.01,0.024,0.017,0.003,nan,0.014,0.012,0.015,0.022,0.003,nan,0.01,0.012,0.002,0.005,0.02,0.005,0.029,0.003,0.005,nan,0.01,nan,nan,0.019,nan,0.003,0.014,nan,nan,0.002,nan,0.002,0.002,nan,nan,0.002,nan,0.008,0.003,nan,0.002,nan,nan,nan,nan,0.003,0.007,0.003,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,nan,0.003,0.017,nan,0.007,nan,nan,0.014,nan,0.002,nan,nan,0.002,0.003,0.007,nan,0.012,0.003,0.007,nan,nan,nan,nan,nan,0.002,nan,0.007,nan,nan,0.003,nan,0.003,0.01,nan,nan,0.002,nan,0.005,nan,nan,nan,0.002,nan,nan,nan,0.005,nan,nan,0.002,nan,0.005,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003,0.007,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75.female.ESFJ.Dutch.A.txt,0.11,0.039,0.074,0.068,0.06,0.044,0.018,0.026,0.04,0.03,0.014,0.021,0.025,0.046,0.023,0.026,0.016,0.019,0.012,0.018,0.009,0.005,0.011,0.007,0.007,0.014,nan,0.007,0.004,0.002,0.012,0.007,0.012,0.019,0.011,0.014,0.007,0.002,nan,0.005,0.005,0.005,0.002,0.005,0.004,nan,nan,nan,nan,nan,nan,nan,0.004,nan,0.004,nan,nan,0.004,0.005,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.009,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,0.004,0.005,0.002,nan,0.004,0.004,nan,nan,nan,nan,0.004,nan,0.002,0.004,nan,0.002,0.007,0.002,nan,nan,nan,0.002,nan,0.007,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76.female.ISFJ.Dutch.A.txt,0.083,0.061,0.052,0.063,0.038,0.049,0.013,0.013,0.031,0.031,0.027,0.042,0.016,0.02,0.034,0.042,0.011,0.022,0.018,0.022,0.007,0.007,0.007,0.02,0.002,0.009,nan,0.009,0.009,0.013,0.005,0.005,0.013,0.016,0.005,0.004,0.007,0.002,nan,0.004,0.005,nan,0.002,nan,0.005,0.011,nan,nan,nan,nan,nan,0.009,0.005,0.004,nan,0.002,nan,0.009,0.002,nan,nan,0.002,nan,0.005,nan,nan,nan,nan,nan,nan,0.004,nan,nan,0.002,nan,nan,0.02,nan,nan,nan,0.004,0.004,nan,0.002,nan,nan,nan,0.002,0.013,nan,0.004,0.002,0.004,0.002,nan,nan,nan,0.002,nan,nan,0.002,nan,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.004,nan,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.007,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77.male.INFJ.Dutch.Other.txt,0.125,0.075,0.056,0.054,0.058,0.062,0.032,0.009,0.026,0.009,0.017,0.041,0.006,0.03,0.021,nan,0.009,0.024,0.006,0.021,0.006,0.002,0.015,0.004,0.004,0.002,0.002,0.004,0.002,0.004,0.006,0.026,0.013,0.015,0.004,0.002,0.006,nan,0.002,0.002,0.009,0.007,0.026,0.009,nan,0.006,nan,nan,0.002,nan,nan,0.004,0.004,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.015,nan,nan,nan,nan,nan,nan,0.004,nan,0.002,nan,0.004,0.007,0.002,0.002,nan,nan,0.009,nan,nan,nan,0.002,0.004,0.004,0.007,nan,0.002,nan,0.002,nan,nan,0.002,nan,nan,nan,0.002,0.004,nan,0.006,0.006,nan,nan,0.004,nan,nan,nan,nan,0.002,nan,0.004,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.004,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,0.002,nan,0.007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78.female.ENFJ.Dutch.A.txt,0.106,0.074,0.077,0.085,0.046,0.039,0.039,0.021,0.044,0.023,0.026,0.039,0.008,0.033,0.008,0.006,0.026,0.014,0.006,0.014,0.006,0.003,0.008,0.011,0.008,0.006,nan,0.006,0.005,0.009,0.003,0.029,0.008,0.005,0.003,0.003,0.003,0.003,nan,0.002,0.006,0.017,nan,0.011,0.003,0.003,nan,nan,nan,0.003,nan,nan,0.003,nan,0.003,0.005,nan,0.003,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,0.012,nan,nan,0.006,nan,0.005,nan,nan,nan,nan,nan,0.003,0.005,nan,0.009,0.002,nan,0.006,nan,0.002,nan,nan,nan,nan,nan,0.002,0.002,0.008,nan,0.003,0.002,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
79.female.ESFJ.Dutch.A.txt,0.09,0.063,0.089,0.059,0.049,0.033,0.036,0.011,0.023,0.024,0.029,0.03,0.007,0.019,0.024,0.036,0.004,0.036,0.01,0.02,0.014,0.001,0.003,0.009,0.001,0.004,nan,0.009,0.006,0.019,0.003,0.02,0.007,0.029,0.004,0.011,nan,nan,nan,0.006,0.004,0.003,0.004,0.006,0.009,0.004,nan,nan,nan,nan,nan,0.003,nan,nan,0.006,0.004,nan,0.004,0.001,nan,nan,nan,0.001,0.001,0.001,nan,nan,nan,nan,nan,nan,0.001,nan,0.001,nan,0.01,0.003,nan,0.001,nan,nan,nan,nan,nan,nan,nan,0.001,0.001,0.009,0.001,0.014,0.003,0.001,nan,nan,0.001,nan,nan,0.006,0.003,0.004,0.001,0.004,0.001,nan,0.001,0.004,nan,0.001,0.001,nan,0.001,nan,nan,nan,0.001,nan,0.003,nan,nan,nan,nan,nan,nan,0.003,0.004,nan,nan,nan,0.003,nan,nan,nan,0.001,nan,nan,nan,0.001,nan,nan,nan,nan,nan,0.004,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.male.INTJ.Dutch.A.txt,0.108,0.039,0.06,0.039,0.026,0.042,0.016,0.011,0.039,0.015,0.031,0.028,0.026,0.044,0.018,0.04,0.032,0.016,0.015,0.006,0.008,0.011,0.013,0.013,0.006,0.005,nan,0.008,0.008,0.016,0.006,0.005,0.008,0.016,0.002,0.01,0.002,nan,nan,0.003,0.002,0.003,0.006,0.013,0.003,nan,0.002,nan,nan,nan,nan,0.002,0.002,0.002,0.005,nan,nan,0.002,0.003,nan,nan,0.002,0.002,0.005,nan,0.003,nan,nan,nan,0.002,0.006,nan,nan,0.01,nan,0.002,nan,nan,0.006,0.002,nan,nan,nan,nan,0.002,nan,nan,0.006,0.016,nan,0.008,0.002,nan,0.002,nan,0.003,0.002,0.005,0.003,0.003,0.003,nan,0.015,0.011,nan,nan,0.002,nan,nan,0.011,nan,nan,nan,0.002,nan,nan,nan,0.002,nan,nan,nan,0.002,nan,nan,0.003,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
80.male.ENTJ.Dutch.A.txt,0.121,0.072,0.067,0.065,0.045,0.043,0.032,0.011,0.039,0.019,0.006,0.03,0.009,0.03,0.028,0.019,0.006,0.017,0.004,0.013,0.019,0.009,0.006,0.013,0.004,0.013,nan,0.02,0.013,0.002,0.006,0.004,0.004,0.011,0.004,0.004,nan,0.009,nan,0.013,0.002,nan,0.004,0.011,0.004,0.007,0.004,nan,nan,nan,nan,0.002,0.002,0.002,0.004,0.002,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.007,nan,nan,0.007,nan,nan,nan,nan,0.011,nan,nan,nan,0.002,0.009,0.009,0.006,0.002,0.006,0.002,nan,nan,nan,nan,nan,nan,0.006,nan,nan,nan,0.002,0.004,nan,0.002,0.002,nan,nan,nan,nan,0.004,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.006,nan,nan,nan,nan,0.004,nan,0.002,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81.female.ENFJ.Dutch.A.txt,0.122,0.032,0.072,0.048,0.029,0.041,0.05,0.009,0.023,0.024,0.027,0.033,0.008,0.032,0.023,0.042,0.009,0.027,0.002,0.011,0.012,0.009,0.011,0.014,0.006,0.002,0.003,0.017,0.005,0.005,0.011,0.032,0.009,0.014,0.012,0.003,0.002,nan,0.003,0.002,0.008,0.008,0.006,0.009,0.008,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,0.005,0.005,nan,nan,nan,nan,nan,nan,0.002,0.002,0.003,0.002,0.003,nan,nan,0.002,0.002,0.002,nan,0.005,nan,nan,0.002,nan,0.002,nan,nan,0.002,nan,nan,0.003,0.002,nan,0.003,0.012,0.002,0.005,0.003,nan,nan,nan,nan,nan,0.011,0.003,0.012,0.011,0.002,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,0.002,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,0.003,nan,nan,nan,nan,nan,nan,nan,0.005,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
82.female.INTJ.Dutch.A.txt,0.088,0.055,0.048,0.081,0.049,0.027,0.041,0.002,0.03,0.018,0.005,0.041,0.016,0.055,0.014,0.004,0.007,0.019,0.014,0.007,0.007,0.002,0.016,0.007,0.007,0.027,0.009,0.005,nan,0.005,0.004,0.016,0.004,0.019,0.009,0.014,nan,0.002,nan,0.005,0.004,0.009,0.004,0.007,0.002,0.007,nan,nan,nan,nan,nan,0.005,0.002,nan,0.005,0.004,nan,nan,nan,0.002,nan,nan,0.002,nan,0.009,0.004,nan,nan,nan,nan,0.007,nan,nan,0.004,nan,0.007,0.019,nan,0.004,nan,0.002,0.005,nan,nan,0.002,0.011,0.011,0.005,0.002,nan,0.007,0.004,nan,nan,nan,nan,nan,0.002,nan,0.002,0.004,nan,0.002,0.005,nan,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.014,nan,nan,nan,nan,nan,nan,0.005,nan,0.002,nan,nan,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,0.007,0.005,0.002,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,0.004,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83.female.ISFJ.Dutch.A.txt,0.1,0.06,0.109,0.07,0.034,0.036,0.028,0.009,0.051,0.045,0.027,0.027,0.009,0.012,0.028,0.046,0.025,0.021,0.019,0.01,0.004,0.01,0.007,0.004,0.006,0.012,0.007,0.013,0.003,0.009,0.006,0.01,0.009,0.01,0.012,0.003,0.001,nan,nan,0.006,0.001,0.004,nan,0.003,0.004,0.007,nan,nan,nan,nan,nan,0.003,0.004,nan,0.003,0.001,nan,nan,nan,nan,nan,nan,0.001,nan,nan,0.003,nan,nan,nan,0.001,0.001,nan,nan,0.004,nan,nan,0.004,nan,0.007,nan,nan,nan,nan,0.004,nan,0.003,0.001,0.007,0.001,nan,nan,nan,nan,0.003,nan,nan,nan,nan,0.003,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,nan,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
